"subject"	"activityNum"	"activityName"	"featureDomain"	"featureSensor"	"featureMotion"	"featureJerk"	"featureMagnitude"	"featureMeasure"	"featureAxis"	"count"	"average"
"2832"	8	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	48	-0.238746703958333
"2833"	8	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	48	0.0235088228254167
"2834"	8	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	48	-0.095791790535
"2835"	8	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	48	0.0509657915395833
"2836"	8	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	48	-0.1992097184375
"2837"	8	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	48	-0.2119972775
"2838"	8	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	48	-0.0754447842395833
"2839"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	41	-0.131850567460976
"2840"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	41	-0.379266499780488
"2841"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	41	-0.200277249165854
"2842"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	41	-0.0257952590634146
"2843"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	41	-0.386655803658537
"2844"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	41	-0.24733661795122
"2845"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	41	-0.0700821464439024
"2846"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	41	-0.508248316829268
"2847"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	41	-0.13026451905122
"2848"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	41	-0.409282851707317
"2849"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	41	-0.166411065387805
"2850"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	41	0.263431399878049
"2851"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	41	-0.0729496941121951
"2852"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	41	-0.175284990170732
"2853"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	41	0.30540146
"2854"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	41	0.133766193578049
"2855"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	41	-0.463270578048781
"2856"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	41	-0.575733290731707
"2857"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	41	-0.229610952609756
"2858"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	41	-0.183325647134146
"2859"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	41	-0.240260761682927
"2860"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	41	-0.113162144460976
"2861"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	41	0.16597418695122
"2862"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	41	-0.409955580780488
"2863"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	41	-0.0478802512585366
"2864"	8	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	41	0.263202878429268
"2865"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	41	-0.141494613465854
"2866"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	41	-0.228296364146341
"2867"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	41	0.0813816809395122
"2868"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	41	0.014120592097561
"2869"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	41	-0.0674583919268293
"2870"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	41	-0.186618895268293
"2871"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	41	-0.0123501104926829
"2872"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	41	-0.447518179097561
"2873"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	41	0.121026629195122
"2874"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	41	-0.227200254219512
"2875"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	41	0.258880152048781
"2876"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	41	-0.0282415136341463
"2877"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	41	-0.11512211995122
"2878"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	41	-0.171712174634146
"2879"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	41	0.348768733170732
"2880"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	41	0.121187278790244
"2881"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	41	0.121026629195122
"2882"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	41	-0.227200254219512
"2883"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	41	0.860368718780488
"2884"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	41	-0.291341491707317
"2885"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	41	-0.192306960631707
"2886"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	41	-0.926673287804878
"2887"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	41	-0.931032068536585
"2888"	8	2	"WALKING_UPSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	41	-0.876168930487805
"2889"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	41	-0.400664014146342
"2890"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	41	-0.493975031707317
"2891"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	41	-0.15544567414878
"2892"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	41	-0.027919577097561
"2893"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	41	-0.0534090382439024
"2894"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	41	-0.40507069195122
"2895"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	41	-0.424675673414634
"2896"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	41	-0.430366658780488
"2897"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	41	0.166447991
"2898"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	41	-0.109327923829268
"2899"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	41	0.19270447595122
"2900"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	41	-0.204205356087805
"2901"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	41	-0.0724546025804878
"2902"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	41	-0.367428367219512
"2903"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	41	-0.0666980861414634
"2904"	8	2	"WALKING_UPSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	41	0.337526477436585
"2905"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	38	0.331528459921053
"2906"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	38	0.134734731236842
"2907"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	38	0.214841402815789
"2908"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	38	0.220639687868421
"2909"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	38	0.0586096890447368
"2910"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	38	0.172658982065789
"2911"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	38	0.273943791773684
"2912"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	38	-0.0846674186842105
"2913"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	38	0.301626757315789
"2914"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	38	-0.156141093578947
"2915"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	38	0.136590199860526
"2916"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	38	0.388412779763158
"2917"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	38	0.159589756534211
"2918"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	38	-0.0260463260078947
"2919"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	38	0.232184078052632
"2920"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	38	0.0214914840105263
"2921"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	38	-0.125179586744737
"2922"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	38	-0.26298447
"2923"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	38	-0.00036272967368421
"2924"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	38	-0.255590314210526
"2925"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	38	-0.130740445236842
"2926"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	38	0.116090879026316
"2927"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	38	0.0277498065176316
"2928"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	38	-0.302735102631579
"2929"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	38	-0.0461356322868421
"2930"	8	3	"WALKING_DOWNSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	38	-0.268253406210526
"2931"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	38	0.262628490268421
"2932"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	38	0.2534082561
"2933"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	38	0.118938088342105
"2934"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	38	-0.0380193846210526
"2935"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	38	-0.0394356157631579
"2936"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	38	0.250143724521053
"2937"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	38	0.288140718789474
"2938"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	38	-0.0135136269
"2939"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	38	0.176599311818421
"2940"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	38	0.131337867236842
"2941"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	38	0.283484089210526
"2942"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	38	-0.0211058674973684
"2943"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	38	-0.107598135394737
"2944"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	38	0.0241393473736842
"2945"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	38	0.343826273105263
"2946"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	38	0.1337170395
"2947"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	38	0.176599311818421
"2948"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	38	0.131337867236842
"2949"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	38	0.914023498421053
"2950"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	38	-0.187610243421053
"2951"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	38	-0.141817934963684
"2952"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	38	-0.945766561578947
"2953"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	38	-0.941580934473684
"2954"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	38	-0.897190012631579
"2955"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	38	-0.126189142894737
"2956"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	38	-0.157484866842105
"2957"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	38	-0.0349283489710526
"2958"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	38	-0.0534969692794737
"2959"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	38	-0.0867903297078947
"2960"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	38	-0.267887897328947
"2961"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	38	-0.0704526510842105
"2962"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	38	-0.1896044435
"2963"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	38	0.0993429744078947
"2964"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	38	-0.0466291872078947
"2965"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	38	-0.121189625973684
"2966"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	38	-0.0500760173342105
"2967"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	38	0.114143855152368
"2968"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	38	-0.258430885531579
"2969"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	38	0.0243131207736842
"2970"	8	3	"WALKING_DOWNSTAIRS"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	38	-0.129565242710526
"2971"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	46	-0.980932292391304
"2972"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	46	-0.97932021173913
"2973"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	46	-0.984977270652174
"2974"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	46	-0.980221104565217
"2975"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	46	-0.982995311086956
"2976"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	46	-0.986913610652174
"2977"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	46	-0.983038783478261
"2978"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	46	-0.986185349347826
"2979"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	46	-0.947981783478261
"2980"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	46	-0.93172124
"2981"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	46	-0.981142909782609
"2982"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	46	-0.94421971826087
"2983"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	46	-0.959436275869565
"2984"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	46	-0.978256730652174
"2985"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	46	-0.923829969347826
"2986"	8	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	46	-0.933889846521739
"2987"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	46	-0.987730604130435
"2988"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	46	-0.986147262608696
"2989"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	46	-0.965806789347826
"2990"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	46	-0.953251156521739
"2991"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	46	-0.982200309782609
"2992"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	46	-0.97658989
"2993"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	46	-0.961798676956522
"2994"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	46	-0.985339301521739
"2995"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	46	-0.96892443326087
"2996"	8	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	46	-0.962632253913044
"2997"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	46	-0.986061512173913
"2998"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	46	-0.980667377391304
"2999"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	46	0.0786713761086957
"3000"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	46	-0.00657516306713044
"3001"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	46	-0.0106808920069565
"3002"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	46	-0.985188753695652
"3003"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	46	-0.980784606086957
"3004"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	46	-0.985285807173913
"3005"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	46	-0.952139704347826
"3006"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	46	-0.929943615630435
"3007"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	46	0.267491472934783
"3008"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	46	-0.00672550621304348
"3009"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	46	-0.104461049130435
"3010"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	46	-0.979026152391304
"3011"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	46	-0.927331997021739
"3012"	8	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	46	-0.939553030217391
"3013"	8	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	46	-0.952139704347826
"3014"	8	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	46	-0.929943615630435
